Common.Name,Scientific.Name,Code,Audubon.Habitat.Guild,Habitat,Start.Date,End.Date,Type,Vagrant,Group,Background,Threshold,Drop.BCR,Drop.from.M,Add.to.M,BCR.Mask,Season,Generation.Time,Dispersal.Distance,Dispersal.Rate
Abert's Towhee,Melozone aberti,ABTO,Sh,D,1,366,resident,8,Aridlands,background_jan_dec,mo,,,,,Breeding,2,3,1.5
Acadian Flycatcher,Empidonax virescens,ACFL,Wd,F-E,152,213,breeding,2,Eastern.Forests,background_jun_jul,custom,,"6,10,17",,"33,34,16,43,44,45,47,48,50,55,56,57,64,66,65,52,49,58,59,60,61,54,45,53,47,46,50,48,51,9,10",Breeding,1,3,3
Acorn Woodpecker,Melanerpes formicivorus,ACWO,Wd,F-W,1,366,resident,2,Western.Forests,background_jan_dec,tss,,,,,Breeding,1.5,3,2
Alder Flycatcher,Empidonax alnorum,ALFL,Wet,"F-E,F-B",152,213,breeding,2,Boreal.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Allen's Hummingbird,Selasphorus sasin,ALHU,Sh,D,152,182,two-season,2,Aridlands,background_jun,tss,5,5,"34, 43",,Breeding,2,14.5,7.25
Altamira Oriole,Icterus gularis,ALOR,Wd,F-S,1,366,resident,2,Subtropical.Forests,background_jan_dec,om_10,,,,"31,33,34,40,41,42,43,44,47",Breeding,1,3,3
American Avocet,Recurvirostra americana,AMAV,Wet,GEN,152,213,two-season,15,Marshlands,background_jun_jul,mk,"14, 15, 27, 28, 29, 30",,"2, 4, 5",,Breeding,1,14.5,14.5
American Bittern,Botaurus lentiginosus,AMBI,Wet,M,152,213,two-season,8,Marshlands,background_jun_jul,tss,"4, 5, 6, 7",,2,"1, 2, 3, 4, 5",Breeding,1,37,37
American Black Duck,Anas rubripes,ABDU,Wet,F-B,152,213,two-season,2,Waterbirds,background_jun_jul,om_10,"6,24,22,11",,"1,2,4,10,5,9","1,2,4,5,10",Breeding,1,3,3
American Coot,Fulica americana,AMCO,Wet,M,152,213,two-season,2,Marshlands,background_jun_jul,tss,"4, 5, 7, 8",,2,"1, 2, 4, 5",Breeding,1,14.5,14.5
American Crow,Corvus brachyrhynchos,AMCR,Var,GEN,152,213,two-season,2,Generalists,background_jun_jul,custom,,,,"33,36,34,35 38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,56,57,58,59,60,61,65,66,2,4",Breeding,2,3,1.5
American Dipper,Cinclus mexicanus,AMDI,Wet,"F-W,F-B",1,366,resident,2,Western.Forests,background_jan_dec,tss,,,,"1,3,7",Breeding,1,14.5,14.5
American Golden-Plover,Pluvialis dominica,AMGP,Gr,A,152,182,breeding,2,Waterbirds,background_jun,mk,"8,11,22,23",,,7,Breeding,1,3,3
American Goldfinch,Spinus tristis,AMGO,Var,"F-W,F-E",152,213,two-season,2,Generalists,background_jun_jul,om_10,"3,4,34,35,36",,"1,2,4",,Breeding,0.9,3,3.333333333
American Kestrel,Falco sparverius,AMKE,Gr,GEN,152,213,two-season,2,Generalists,background_jun_jul,om_10,,,,,Breeding,1,14.5,14.5
American Oystercatcher,Haematopus palliatus,AMOY,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,custom,,,,"5,1,2",Breeding,3.5,14.5,4.142857143
American Pipit,Anthus rubescens,AMPI,Gr,A,152,213,two-season,9,Arctic,background_jun_jul,mk,100,,"27, 43","7, 8",Breeding,1,37,37
American Redstart,Setophaga ruticilla,AMRE,Wd,"F-E,F-W,F-B",152,213,two-season,11,Boreal.Forests,background_jun_jul,custom,,,,"1,2",Breeding,1,3,3
American Robin,Turdus migratorius,AMRO,Wd,GEN,152,213,two-season,2,Generalists,background_jun_jul,custom,,,,,Breeding,1,3,3
American Three-toed Woodpecker,Picoides dorsalis,ATTW,Wd,F-B,1,366,resident,2,Boreal.Forests,background_jan_dec,om_10,"15,33,33",,,"15,33,33",Breeding,1,3,3
American Tree Sparrow,Spizella arborea,ATSP,Sh,"A,F-B",152,213,two-season,5,Arctic,background_jun_jul,om_10,"13, 100",,,"9, 10, 11, 14, 16",Breeding,1,3,3
American White Pelican,Pelecanus erythrorhynchos,AWPE,Wet,GEN,152,213,two-season,9,Marshlands,background_jun_jul,tss,"5, 6, 8, 12, 13, 15, 21, 22, 23, 24, 25, 26, 27, 30, 31, 33, 34, 35, 36, 100",,"2, 4","1, 2, 4, 5",Breeding,3,37,12.33333333
American Wigeon,Anas americana,AMWI,Wet,GEN,152,213,two-season,10,Marshlands,background_jun_jul,tss,"3, 13, 23, 30, 32, 33, 34 ",,,,Breeding,1,149.5,149.5
American Woodcock,Scolopax minor,AMWO,Wet,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,custom,6,"4,3,10,11,6",,"17,10,2,4,33,34,55,56,57,64,66,65,52,49,58,59,60,61,54,45,53,47,46,50,48,51",Breeding,0.9,14.5,16.11111111
Ancient Murrelet,Synthliboramphus antiquus,ANMU,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,custom,,,,"7,32,8",Breeding,3.5,3,0.857142857
Anhinga,Anhinga anhinga,ANHI,Wet,"F-E,F-S",152,213,two-season,2,Marshlands,background_jun_jul,eq,,,"32, 40",,Breeding,2,14.5,7.25
Anna's Hummingbird,Calypte anna,ANHU,Wd,"D,F-W",152,182,two-season,2,Generalists,background_jun,om_10,"40,16","4,6,16,17,35,34,11,43,46",,"35,36,41,42,43,45,46,47,48,49,50,51,52,53,54,18,19,20,21,22,24,25",Breeding,1,14.5,14.5
Aplomado Falcon,Falco femoralis,APFA,Gr,"G,D",1,366,resident,2,Grasslands,background_jan_dec,tss,,,,"40,42,31",Breeding,1,74.5,74.5
Arctic Tern,Sterna paradisaea,ARTE,Wet,"A,F-B,C",152,213,breeding,10,Waterbirds,background_jun_jul,eq,"8,14",,,,Breeding,1,14.5,14.5
Arctic Warbler,Phylloscopus borealis,ARWA,Sh,A,152,213,breeding,2,Arctic,background_jun_jul,mo,"3, 5",10,7,"5, 6, 7, 8, 10",Breeding,1,14.5,14.5
Arizona Woodpecker,Picoides arizonae,ARWO,Wd,F-W,1,366,resident,2,Subtropical.Forests,background_jan_dec,mo,,"5,9,10,11,12,13,16,18,19,20,21,22,23,24,25,26,27,28,29,30,32",,"16,18,19,20,21,22,23,24,25,26,27,28,29",Breeding,1,14.5,14.5
Ash-throated Flycatcher,Myiarchus cinerascens,ATFL,Sh,D,152,213,two-season,2,Aridlands,background_jun_jul,tss,,,,,Breeding,1,3,3
Audubon's Oriole,Icterus graduacauda,AUOR,Wd,F-S,1,366,resident,2,Subtropical.Forests,background_jan_dec,mo,,,,"33,38,40,42,43,44",Breeding,1,3,3
Bachman's Sparrow,Peucaea aestivalis,BACS,Wd,F-E,1,366,resident,2,Eastern.Forests,background_jan_dec,om_10,,,,"55,56,57,64,66,65,52,49,58,59,60,61,54,45,53,47,46,50,48,51",Breeding,1,3,3
Baird's Sandpiper,Calidris bairdii,BASA,Wet,A,152,182,breeding,2,Waterbirds,background_jun,min_pred,,,,,Breeding,1,14.5,14.5
Baird's Sparrow,Ammodramus bairdii,BAIS,Gr,G,152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,,Breeding,1,3,3
Bald Eagle,Haliaeetus leucocephalus,BAEA,Wet,GEN,152,213,two-season,2,Generalists,background_jun_jul,custom,,,,"38,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,56,57,58,59,60,61,66",Breeding,4.5,74.5,16.55555556
Baltimore Oriole,Icterus galbula,BAOR,Wd,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,custom,,,,"10,16,1,2,4,5,9",Breeding,1,3,3
Band-tailed Pigeon,Patagioenas fasciata,BTPI,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,mo,,,,,Breeding,1,37,37
Bank Swallow,Riparia riparia,BANS,Var,GEN,152,213,two-season,2,Generalists,background_jun_jul,om_10,,"46,56,55,31,34,35,27,16",,,Breeding,1,14.5,14.5
Barn Owl,Tyto alba,BANO,Gr,GEN,1,366,resident,2,Generalists,background_jan_dec,custom,,,,,Breeding,1,14.5,14.5
Barn Swallow,Hirundo rustica,BARS,Var,GEN,152,213,two-season,2,Generalists,background_jun_jul,om_10,,"31,51,56,58,52",,,Breeding,1,3,3
Barred Owl,Strix varia,BADO,Wd,"F-E,F-B,F-W",1,366,resident,2,Eastern.Forests,background_jan_dec,custom,,,"2,3,4,36,40,49,16,52,33","1,2,52,65,66,55,56,57,58,59,60,61,49,33,38,39,16,18",Breeding,2,14.5,7.25
Barrow's Goldeneye,Bucephala islandica,BAGO,Wet,"F-B,F-W",152,213,two-season,2,Waterbirds,background_jun_jul,mk,"6,11",,,,Breeding,3,3,1
Bay-breasted Warbler,Setophaga castanea,BBWA,Wd,F-B,152,213,breeding,7,Boreal.Forests,background_jun_jul,mo,,,,,Breeding,1,3,3
Bell's Sparrow,Artemisiospiza belli,BESP,Sh,D,152,213,two-season,2,Aridlands,background_jun_jul,mo,9,,,,Breeding,1,3,3
Bell's Vireo,Vireo bellii,BEVI,Sh,D,152,213,two-season,10,Aridlands,background_jun_jul,mo,,"5, 6, 10",29,,Breeding,1,3,3
Belted Kingfisher,Megaceryle alcyon,BEKI,Wet,GEN,152,213,two-season,2,Generalists,background_jun_jul,om_10,,,,,Breeding,0.8,3,3.75
Bendire's Thrasher,Toxostoma bendirei,BETH,Sh,D,152,213,two-season,6,Aridlands,background_jun_jul,tss,,"10, 17","18, 19, 20, 21, 36","18, 32, 35, 36, 39, 40, 41, 42, 48",Breeding,0.8,14.5,18.125
Bewick's Wren,Thryomanes bewickii,BEWR,Sh,D,152,213,two-season,2,Aridlands,background_jun_jul,eq,,,,,Breeding,1,3,3
Black Guillemot,Cepphus grylle,BLGU,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,tss,,,,"5,10,2,4,6",Breeding,3.5,3,0.857142857
Black Oystercatcher,Haematopus bachmani,BLOY,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,min_pred,,,"8,16,34","33,30,14,8,7,12,13,43,44,45,3,29",Breeding,4.5,14.5,3.222222222
Black Phoebe,Sayornis nigricans,BLPH,Wet,GEN,152,213,two-season,2,Generalists,background_jun_jul,om_10,,,,,Breeding,1,3,3
Black Rail,Laterallus jamaicensis,BLRA,Wet,"M,C",152,213,two-season,1,Marshlands,background_jun_jul,tss,"22, 28, 30, 100",,,,Breeding,1,3,3
Black Rosy-Finch,Leucosticte atrata,BLRF,Var,A,152,213,two-season,2,Arctic,background_jun_jul,mo,,"4, 5, 6, 11, 15, 17, 18, 33, 34, 35",,"2, 3, 4, 5, 6, 7, 8, 15, 34, 47",Breeding,1,14.5,14.5
Black Scoter,Melanitta americana,BLSC,Wet,"F-B,A",152,213,two-season,2,Coastal,background_jun_jul,mo,"0,5,14,30",,,,Breeding,2,14.5,7.25
Black Skimmer,Rynchops niger,BLSK,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,tss,,,,"5,1,2,9",Breeding,1.5,37,24.66666667
Black Swift,Cypseloides niger,BLSW,Var,F-W,152,213,breeding,2,Western.Forests,background_jun_jul,mo,,,,"0,1,2,3,12,14,28,31,35,36,40,42,55,56,65,100",Breeding,1,14.5,14.5
Black Tern,Chlidonias niger,BLTE,Wet,M,152,213,breeding,10,Marshlands,background_jun_jul,tss,"0, 14, 16, 18, 19, 21, 27, 30, 31, 32, 33, 34, 36, 37",,"2, 3, 4, 5","1, 2, 4, 5",Breeding,1,74.5,74.5
Black Turnstone,Arenaria melanocephala,BLTU,Wet,A,152,213,breeding,2,Waterbirds,background_jun_jul,mo,"22,32,13,30,11,7,40,23,5,8,12,33,6,27,14,31,37,100,0",,"5,6,7,8","7,8,9,10,4,5,16,30,12,13,28,22,100,14",Breeding,1,3,3
Black Vulture,Coragyps atratus,BLVU,Var,GEN,1,366,resident,2,Generalists,background_jan_dec,tss,,"23,41,32",,"5,9,40,41,42",Breeding,7.5,3,0.4
Black-and-white Warbler,Mniotilta varia,BAWW,Wd,"F-E,F-B",152,213,two-season,2,Eastern.Forests,background_jun_jul,om_10,"36,37,9,48,0,19","4,10,3",3,"1,2,5,9",Breeding,1,3,3
Black-backed Woodpecker,Picoides arcticus,BBWO,Wd,F-B,1,366,resident,2,Boreal.Forests,background_jan_dec,eq,,,,"16,34",Breeding,1,14.5,14.5
Black-bellied Plover,Pluvialis squatarola,BBPL,Wet,A,152,182,two-season,4,Waterbirds,background_jun,mk,,,,,Breeding,1.5,3,2
Black-bellied Whistling-Duck,Dendrocygna autumnalis,BBWD,Wet,M,152,213,two-season,9,Marshlands,background_jun_jul,om_10,,,,"40, 42",Breeding,1,3,3
Black-billed Cuckoo,Coccyzus erythropthalmus,BBCU,Wd,"F-B,F-E",152,213,breeding,2,Eastern.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Black-billed Magpie,Pica hudsonia,BBMA,Wd,GEN,1,366,resident,2,Generalists,background_jan_dec,om_10,,,,,Breeding,2,3,1.5
Blackburnian Warbler,Setophaga fusca,BLBW,Wd,"F-E,F-B",152,213,breeding,2,Boreal.Forests,background_jun_jul,eq,,,,,Breeding,1,3,3
Black-capped Chickadee,Poecile atricapillus,BCCH,Wd,"F-E,F-W,F-B",1,366,resident,2,Boreal.Forests,background_jan_dec,custom,,,,"15,34",Breeding,0.5,3,6
Black-capped Vireo,Vireo atricapilla,BCVI,Sh,D,152,213,two-season,2,Aridlands,background_jun_jul,om_10,,,,,Breeding,1,3,3
Black-chinned Hummingbird,Archilochus alexandri,BCHU,Wd,D,152,182,two-season,2,Aridlands,background_jun,tss,,,,,Breeding,1,14.5,14.5
Black-chinned Sparrow,Spizella atrogularis,BCSP,Sh,D,152,213,two-season,5,Aridlands,background_jun_jul,tss,,"5, 10, 17, 19, 52, 53, 54",,,Breeding,1,3,3
Black-crested Titmouse,Baeolophus atricristatus,BCTI,Wd,"F-W,F-S",1,366,resident,2,Subtropical.Forests,background_jan_dec,om_10,,,,"33,34,43,44",Breeding,1,3,3
Black-crowned Night-Heron,Nycticorax nycticorax,BCNH,Wet,GEN,152,213,two-season,2,Marshlands,background_jun_jul,eq,5,,2,"1, 2, 4, 5",Breeding,1,14.5,14.5
Black-headed Grosbeak,Pheucticus melanocephalus,BHGR,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,mk,,,,,Breeding,1,3,3
Black-legged Kittiwake,Rissa tridactyla,BLKI,Wet,"O,C",152,213,two-season,2,Coastal,background_jun_jul,mo,,"11,12,22,23",,,Breeding,4,74.5,18.625
Black-necked Stilt,Himantopus mexicanus,BNST,Wet,GEN,152,213,two-season,2,Marshlands,background_jun_jul,mk,5,,"2, 4, 5",,Breeding,1,14.5,14.5
Blackpoll Warbler,Setophaga striata,BLPW,Wd,F-B,152,213,breeding,2,Boreal.Forests,background_jun_jul,eq,,,,,Breeding,1,3,3
Black-tailed Gnatcatcher,Polioptila melanura,BTGN,Sh,D,1,366,resident,8,Aridlands,background_jan_dec,tss,,"10, 17",,"40, 42",Breeding,1,3,3
Black-throated Blue Warbler,Setophaga caerulescens,BTBW,Wd,"F-B,F-E",152,213,breeding,2,Eastern.Forests,background_jun_jul,tss,,,,"4,5,34,10,34,16",Breeding,1,3,3
Black-throated Gray Warbler,Setophaga nigrescens,BTYW,Var,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,mk,,,,"2,4,34,35,36,39,42,43,45,46,47,48,49,50,51,52,53,54,59,60",Breeding,1,3,3
Black-throated Green Warbler,Setophaga virens,BTNW,Wd,"F-E,F-B",152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,,"1,2,3,4,5,9,16,33,34,35,36,40,43,45,46,47,48,49,50,51,52,53,54,58,16,17,18",,"10,4,2,1,4,9,16,33,32,15,34,43,44,45,35,36,40,43,45,46,47,48,49,50,51,52,53,54,58",Breeding,1,3,3
Black-throated Sparrow,Amphispiza bilineata,BTSP,Sh,D,152,213,two-season,2,Aridlands,background_jun_jul,tss,,,,,Breeding,1,3,3
Black-vented Shearwater,Puffinus opisthomelas,BVSH,Wet,"O,C",152,213,two-season,2,Coastal,background_jun_jul,tss,,,,,Breeding,1,14.5,14.5
Blue Grosbeak,Passerina caerulea,BLGR,Sh,"F-E,F-W",152,213,two-season,2,Subtropical.Forests,background_jun_jul,tss,,,,,Breeding,2,3,1.5
Blue Jay,Cyanocitta cristata,BLJA,Wd,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,custom,,"3,4,10,17",,"5,9,10,55,56,57,64,66,65,52,49,58,59,60,61,54,45,53,47,46,50,48,51,34,35,36,33,38,41,42,43,44",Breeding,1,3,3
Blue-gray Gnatcatcher,Polioptila caerulea,BGGN,Wd,"F-E,F-W",152,213,two-season,2,Generalists,background_jun_jul,tss,,,,,Breeding,1,3,3
Blue-headed Vireo,Vireo solitarius,BHVI,Wd,"F-E,F-B,F-W",152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,"9,10","6,11",,,Breeding,1,3,3
Blue-winged Teal,Anas discors,BWTE,Wet,G,152,213,two-season,10,Marshlands,background_jun_jul,om_10,,,,,Breeding,0.6,149.5,249.1666667
Blue-winged Warbler,Vermivora cyanoptera,BWWA,Sh,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,eq,,,,,Breeding,1,14.5,14.5
Boat-tailed Grackle,Quiscalus major,BTGR,Wet,"C,M",1,366,resident,2,Coastal,background_jan_dec,tss,"0,13,14,28,100",,,"36,44,45,47,48,49,52,56,57,59",Breeding,1,14.5,14.5
Bobolink,Dolichonyx oryzivorus,BOBO,Gr,G,152,213,breeding,2,Grasslands,background_jun_jul,tss,,,,,Breeding,1,3,3
Bohemian Waxwing,Bombycilla garrulus,BOWA,Wd,F-B,152,213,two-season,2,Boreal.Forests,background_jun_jul,mo,,5,,8,Breeding,1,74.5,74.5
Bonaparte's Gull,Chroicocephalus philadelphia,BOGU,Wet,F-B,152,213,two-season,2,Waterbirds,background_jun_jul,tss,"5,32,33,40,0","10,5",8,,Breeding,2,37,18.5
Boreal Chickadee,Poecile hudsonicus,BOCH,Wd,F-B,1,366,resident,2,Boreal.Forests,background_jan_dec,mk,,,,"34,35",Breeding,1,3,3
Boreal Owl,Aegolius funereus,BOOW,Wd,F-B,1,366,resident,2,Boreal.Forests,background_jan_dec,mk,,,,,Breeding,1,14.5,14.5
Botteri's Sparrow,Peucaea botterii,BOSP,Gr,"D,G",1,366,resident,2,Grasslands,background_jan_dec,tss,,,,"40,42",Breeding,1,3,3
Brandt's Cormorant,Phalacrocorax penicillatus,BRAC,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,tss,,,,,Breeding,3,14.5,4.833333333
Brant,Branta bernicla,BRAN,Wet,A,152,213,two-season,2,Waterbirds,background_jun_jul,om_10,"16,40,31,18,29,28,22,13,33,23,9,12,14,30,32,11,3,5,0,100",,,,Breeding,2.5,3,1.2
Brewer's Blackbird,Euphagus cyanocephalus,BRBL,Var,GEN,152,213,two-season,2,Generalists,background_jun_jul,custom,,,,"1,2,4,7,28,34,35,36,39,40,41,42,43,46,47,48,50,51,53,54",Breeding,1,3,3
Brewer's Sparrow,Spizella breweri,BRSP,Sh,D,152,213,two-season,2,Aridlands,background_jun_jul,om_10,,,,,Breeding,1,3,3
Bridled Titmouse,Baeolophus wollweberi,BRTI,Wd,F-W,1,366,resident,2,Subtropical.Forests,background_jan_dec,mk,,,,,Breeding,1,3,3
Broad-billed Hummingbird,Cynanthus latirostris,BBIH,Wd,F-W,152,182,two-season,2,Subtropical.Forests,background_jun,mo,,,,"40,42",Breeding,1,14.5,14.5
Broad-tailed Hummingbird,Selasphorus platycercus,BTAH,Wd,F-W,152,182,two-season,2,Western.Forests,background_jun,mo,,,,"4,5,32,42",Breeding,1,14.5,14.5
Broad-winged Hawk,Buteo platypterus,BWHA,Wd,"F-E,F-B",152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,31,"3,4,5,31,9,16",,"34,35,36,37,43,45,46,47,48,49,50,52,54,5,9",Breeding,1.5,74.5,49.66666667
Bronzed Cowbird,Molothrus aeneus,BROC,Var,D,152,213,two-season,8,Aridlands,background_jun_jul,om_10,,,,"40, 42",Breeding,2,14.5,7.25
Brown Creeper,Certhia americana,BRCR,Wd,"F-E,F-B,F-W",152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,,Breeding,1,14.5,14.5
Brown Pelican,Pelecanus occidentalis,BRPE,Wet,C,152,213,two-season,2,Coastal,background_jun_jul,om_10,"19,18,13,35,16,100",,"1,2,3,7,8",,Breeding,1.5,3,2
Brown Thrasher,Toxostoma rufum,BRTH,Sh,F-E,152,213,two-season,2,Eastern.Forests,background_jun_jul,tss,,,,"5,0,34,35,45,47,48,49,52,54,56,57,58,60,61",Breeding,0.8,3,3.75
Brown-capped Rosy-Finch,Leucosticte australis,BCRF,Var,A,152,213,two-season,2,Arctic,background_jun_jul,mo,,"9, 33, 34, 35 ",,"3, 4, 5, 6, 7, 9, 10, 15, 34, 47, 48",Breeding,1,14.5,14.5
Brown-crested Flycatcher,Myiarchus tyrannulus,BCFL,Wd,"F-W,D",152,213,two-season,2,Aridlands,background_jun_jul,mo,,,,"31, 40, 42",Breeding,1,3,3
Brown-headed Cowbird,Molothrus ater,BHCO,Var,GEN,152,213,two-season,2,Generalists,background_jun_jul,om_10,,"40,54,50,4,42,45",,,Breeding,1,14.5,14.5
Brown-headed Nuthatch,Sitta pusilla,BHNU,Wd,F-E,1,366,resident,9,Eastern.Forests,background_jan_dec,tss,,,,"55,56,57,64,66,65,52,49,58,59,60,61,54,45,53,47,46,50,48,51,40,42,33,43,44,35,36,34",Breeding,1,14.5,14.5
Buff-bellied Hummingbird,Amazilia yucatanensis,BBEH,Wd,F-S,152,182,two-season,2,Subtropical.Forests,background_jan_dec,mo,,,,"33,34,40,41,42,43,45",Breeding,1,14.5,14.5
Buff-breasted Sandpiper,Calidris subruficollis,BBSA,Wet,A,152,182,breeding,2,Waterbirds,background_jun,tss,"32,5,12,14,29,33,13,9,40,30,0,100",,,5,Breeding,1,3,3
Bufflehead,Bucephala albeola,BUFF,Wet,F-B,152,213,two-season,2,Waterbirds,background_jun_jul,mk,"34,2,14,22,23,33,28,17,29,19,5",,,"31,32,33,34,35,36,39,40,41,43,44,46,47,48,50,54,14,13",Breeding,2,3,1.5
Bullock's Oriole,Icterus bullockii,BUOR,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,"40,42",Breeding,2,3,1.5
Burrowing Owl,Athene cunicularia,BUOW,Gr,"G,D",152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,"55,56,66,52",Breeding,1,37,37
Bushtit,Psaltriparus minimus,BUSH,Var,F-W,1,366,resident,2,Western.Forests,background_jan_dec,tss,,,,,Breeding,1,14.5,14.5
Cackling Goose,Branta hutchinsii,CACG,Wet,GEN,152,213,two-season,6,Marshlands,background_jun_jul,mo,"4, 5, 18, 32",,,"5, 9, 10, 11, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 27, 31, 32, 33, 34, 35, 36, 40, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 53",Breeding,1,37,37
Cactus Wren,Campylorhynchus brunneicapillus,CACW,Sh,D,1,366,resident,2,Aridlands,background_jan_dec,tss,,,,"50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61",Breeding,0.7,3,4.285714286
California Gnatcatcher,Polioptila californica,CAGN,Sh,D,1,366,resident,10,Aridlands,background_jan_dec,om_10,,5,"34, 35, 43","34, 35, 36, 43, 45, 46, 47, 48, 50, 51, 53, 54",Breeding,1,3,3
California Gull,Larus californicus,CAGU,Wet,GEN,152,213,two-season,2,Waterbirds,background_jun_jul,om_10,"28,29,5,4",,,,Breeding,4,37,9.25
California Quail,Callipepla californica,CAQU,Sh,D,1,366,resident,3,Aridlands,background_jan_dec,mk,,,,16,Breeding,0.8,3,3.75
California Scrub-Jay,Aphelocoma californica,CASJ,Sh,F-W,1,366,resident,14,Western.Forests,background_jan_dec,mk,"9,10,15,16,33,34",,,"9,10,15,16,18,19,20,21,33,34,35,36,38,39,43,44,45,46,47,48,49,50,51,52,53,54,59",Breeding,1,3,3
California Thrasher,Toxostoma redivivum,CATH,Sh,D,1,366,resident,2,Aridlands,background_jan_dec,eq,"5, 33",,,,Breeding,0.6,14.5,24.16666667
California Towhee,Melozone crissalis,CALT,Sh,D,1,366,resident,2,Aridlands,background_jan_dec,tss,,,,"16,33,34,35,36,38,43,44,46,47,48,49,51,52,53,54",Breeding,1,3,3
Calliope Hummingbird,Selasphorus calliope,CAHU,Wd,F-W,152,182,two-season,2,Western.Forests,background_jun,mo,,,,"1,2,4",Breeding,1,14.5,14.5
Canada Goose,Branta canadensis,CANG,Wet,GEN,152,213,two-season,2,Waterbirds,background_jun_jul,custom,,,,"38,40,41,42,43,44,45,46,47,48,50,51,52,53,54,56,58,60,65,1,2,3",Breeding,1,74.5,74.5
Canada Jay,Perisoreus canadensis,CAJA,Wd,F-B,1,366,resident,2,Boreal.Forests,background_jan_dec,mk,,,,,Breeding,1,14.5,14.5
Canada Warbler,Cardellina canadensis,CAWA,Wd,"F-B,F-E",152,213,breeding,2,Boreal.Forests,background_jun_jul,mk,,,,,Breeding,1,3,3
Canvasback,Aythya valisineria,CANV,Wet,M,152,213,two-season,7,Marshlands,background_jun_jul,tss,"2, 5, 12, 13, 16, 19, 22, 23, 30, 32, 100",,,,Breeding,1,149.5,149.5
Canyon Towhee,Melozone fusca,CANT,Sh,D,1,366,resident,2,Aridlands,background_jan_dec,tss,,,,"32, 40, 42, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61",Breeding,1,3,3
Canyon Wren,Catherpes mexicanus,CANW,Var,D,1,366,resident,2,Aridlands,background_jan_dec,mk,,,,,Breeding,2,14.5,7.25
Cape May Warbler,Setophaga tigrina,CMWA,Wd,F-B,152,213,two-season,5,Boreal.Forests,background_jun_jul,mo,,,,,Breeding,1,3,3
Carolina Chickadee,Poecile carolinensis,CACH,Wd,F-E,1,366,resident,2,Eastern.Forests,background_jan_dec,tss,"13,23","11,35,36,16,17,18,48,49,52,100",,,Breeding,1,3,3
Carolina Wren,Thryothorus ludovicianus,CARW,Wd,F-E,1,366,resident,2,Eastern.Forests,background_jan_dec,custom,8,"6,7,10,11,16,17,34,45,46,47",,"4,5,6,9,10,16,33,34,35,38,42,43,44,45,46,47,48,49,50,51,52,53,54,58,59,60,61,65",Breeding,1,3,3
Caspian Tern,Hydroprogne caspia,CATE,Wet,GEN,152,213,two-season,4,Waterbirds,background_jun_jul,mk,,,,"66,52,58,59,60,61,35,34,43",Breeding,2.5,74.5,29.8
Cassin's Auklet,Ptychoramphus aleuticus,CAAU,Wet,C,1,366,resident,2,Coastal,background_jan_dec,custom,,"9,10",,"8,7,3",Breeding,3,3,1
Cassin's Finch,Haemorhous cassinii,CAFI,Wd,F-W,152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,,Breeding,1,37,37
Cassin's Kingbird,Tyrannus vociferans,CAKI,Wd,"D,F-W",152,213,two-season,8,Aridlands,background_jun_jul,mo,,,,"40, 42",Breeding,2,3,1.5
Cassin's Sparrow,Peucaea cassinii,CASP,Gr,G,152,213,two-season,2,Grasslands,background_jun_jul,tss,,,,,Breeding,1,3,3
Cassin's Vireo,Vireo cassinii,CAVI,Wd,"F-E,F-B,F-W",152,213,two-season,2,Western.Forests,background_jun_jul,tss,,,,,Breeding,1,3,3
Cattle Egret,Bubulcus ibis,CAEG,Wet,GEN,152,213,two-season,6,Waterbirds,background_jun_jul,tss,44,,,,Breeding,2.5,3,1.2
